generation,individual_id,LOGLB,NUMG,LOGG,LOGB,TAGW,GHIST,LOGP1,GHIST1,mispredictions,p2 latency,energy per instruction
25,1716,4,4,8,12,8,125,10,5,17003,1.32,494.0
25,1717,5,4,8,11,11,63,10,5,18492,1.31,374.0
25,1718,4,4,9,12,9,187,10,11,14228,1.4,583.0
25,1719,5,6,10,12,11,145,10,7,12692,1.59,906.0
25,1720,4,5,12,12,10,145,19,5,12493,2.0,2114.0
25,1721,4,5,9,12,13,145,10,4,12576,1.49,796.0
25,1722,4,6,8,13,14,145,19,4,13243,1.41,1286.0
25,1723,4,4,10,14,13,145,10,5,14142,1.5,918.0
25,1724,4,6,11,13,14,145,10,5,11706,1.84,1644.0
25,1725,5,4,11,9,13,63,13,10,13432,1.75,838.0
25,1726,4,5,8,10,11,145,10,9,13576,1.38,562.0
25,1727,5,6,11,9,10,145,10,5,12180,1.71,859.0
25,1728,4,5,10,10,8,66,10,11,13462,1.48,759.0
25,1729,5,6,11,10,8,66,10,9,29261,1.69,824.0
25,1730,4,4,8,10,14,145,10,5,16179,1.34,510.0
25,1731,8,4,8,8,13,187,11,5,15278,1.46,1133.0
25,1732,4,7,8,10,8,66,10,11,14549,1.38,685.0
25,1733,5,6,10,10,12,187,10,12,12695,1.57,795.0
25,1734,4,4,8,10,10,145,15,4,22570,1.27,650.0
25,1735,4,6,10,10,10,145,13,10,12184,1.55,1189.0
25,1736,4,6,9,10,12,134,15,4,12472,1.47,1122.0
25,1737,4,5,11,12,14,145,10,4,11799,1.8,1383.0
25,1738,5,6,8,9,14,145,14,7,13310,1.42,684.0
25,1739,5,5,8,12,14,199,11,5,13465,1.42,544.0
25,1740,4,6,10,10,11,112,10,11,12197,1.55,1004.0
25,1741,4,6,8,13,13,145,10,4,13134,1.35,715.0
25,1742,4,6,10,10,11,145,11,4,12105,1.57,1129.0
25,1743,5,7,9,10,13,134,20,4,12464,1.69,1983.0
25,1744,4,8,11,9,14,63,10,4,12895,1.83,1836.0
25,1745,5,4,8,10,12,125,11,4,15422,1.35,431.0
25,1746,5,4,12,11,9,151,10,9,16391,1.73,838.0
25,1747,4,8,12,14,9,128,11,4,12314,1.92,2487.0
25,1748,4,6,10,10,13,145,10,5,11991,1.54,1062.0
25,1749,4,5,11,10,10,145,10,4,11915,1.66,949.0
25,1750,4,8,9,14,13,179,11,7,12365,1.55,1325.0
25,1751,4,4,10,12,12,77,10,11,16391,1.43,762.0
25,1752,4,6,8,9,14,145,10,11,13435,1.35,635.0
25,1753,4,8,11,8,13,145,11,4,14851,1.83,1788.0
25,1754,4,5,9,10,14,179,11,4,12863,1.49,780.0
25,1755,4,6,10,8,14,145,11,4,12060,1.55,1086.0
25,1756,4,8,11,10,10,179,11,4,11917,1.8,1633.0
25,1757,4,5,10,12,14,145,10,4,12234,1.56,1041.0
25,1758,5,5,8,10,10,145,10,6,13811,1.35,419.0
25,1759,4,8,11,14,14,91,10,4,12571,1.87,2045.0
25,1760,4,6,10,14,14,179,10,4,12053,1.63,1401.0
25,1761,4,8,11,10,14,145,10,11,11976,1.85,1862.0
25,1762,5,6,8,10,11,145,10,10,20223,1.36,496.0
25,1763,5,6,9,11,10,145,10,4,12681,1.44,589.0
25,1764,4,6,11,13,13,145,11,5,14811,1.82,1578.0
25,1765,4,6,9,9,14,145,10,10,12572,1.5,889.0
25,1766,5,8,8,10,14,112,10,11,13198,1.49,747.0
25,1767,4,7,10,14,12,145,11,4,16825,1.61,1520.0
25,1768,4,5,10,13,14,145,11,5,12164,1.57,1108.0
26,1769,5,6,8,11,14,145,20,10,13130,1.51,1624.0
26,1770,4,5,9,8,10,145,12,4,12878,1.46,690.0
26,1771,4,6,10,8,10,179,11,4,12672,1.52,970.0
26,1772,4,6,10,10,9,179,11,7,12446,1.48,965.0
26,1773,7,5,11,10,14,145,11,4,12732,1.91,1088.0
26,1774,5,6,10,8,10,145,10,11,12546,1.56,734.0
26,1775,4,6,8,9,14,145,10,5,13502,1.35,633.0
26,1776,5,6,11,13,10,145,10,9,12156,1.77,976.0
26,1777,4,4,8,10,8,179,10,4,16804,1.27,415.0
26,1778,5,8,11,14,14,66,10,9,14539,1.97,1730.0
26,1779,5,8,8,13,8,121,10,12,30040,1.43,645.0
26,1780,4,4,8,8,8,63,10,10,15359,1.24,385.0
26,1781,5,7,12,9,13,121,19,9,12161,2.34,3347.0
26,1782,5,6,8,12,13,112,11,11,13187,1.42,594.0
26,1783,4,5,10,12,13,187,10,11,12280,1.56,1018.0
26,1784,5,8,11,10,10,179,11,4,12186,1.84,1225.0
26,1785,4,6,8,14,10,145,10,7,21549,1.34,731.0
26,1786,4,4,8,10,10,187,10,11,21824,1.29,445.0
26,1787,5,4,8,12,13,112,13,11,15133,1.36,549.0
26,1788,4,6,8,10,13,145,11,4,13012,1.41,764.0
26,1789,5,4,8,10,8,145,10,5,30028,1.31,346.0
26,1790,4,4,8,10,13,179,10,12,15133,1.33,502.0
26,1791,4,8,11,9,8,121,11,4,12529,1.78,1513.0
26,1792,4,5,11,10,14,145,10,10,11943,1.74,1113.0
26,1793,5,6,9,13,13,145,19,4,12444,1.52,1371.0
26,1794,4,8,10,10,11,145,11,4,12259,1.62,1514.0
26,1795,4,4,8,10,9,96,13,11,15686,1.28,483.0
26,1796,5,6,10,13,10,112,11,5,12452,1.53,873.0
26,1797,5,6,10,10,14,145,10,5,12233,1.6,838.0
26,1798,4,5,8,13,10,145,19,6,21553,1.39,1107.0
26,1799,5,4,8,10,8,112,11,9,30410,1.29,374.0
26,1800,4,6,10,13,13,145,10,5,12026,1.58,1253.0
26,1801,5,4,8,9,8,125,10,5,30455,1.34,354.0
26,1802,4,4,8,10,8,125,11,4,16923,1.26,424.0
26,1803,4,6,11,14,14,145,11,4,11777,1.85,1703.0
26,1804,4,8,11,10,10,179,10,10,11776,1.81,1629.0
26,1805,4,4,8,14,10,66,10,4,19160,1.28,549.0
26,1806,4,5,11,10,8,145,10,9,12376,1.64,881.0
26,1807,5,5,8,10,10,145,10,9,13924,1.35,420.0
26,1808,5,6,9,10,11,145,10,6,12691,1.47,640.0
26,1809,4,5,11,10,10,145,11,10,12072,1.65,972.0
26,1810,5,6,9,9,8,112,11,11,30160,1.43,596.0
26,1811,5,4,12,11,14,145,10,10,13900,1.85,916.0
26,1812,4,4,8,13,11,187,10,5,14118,1.36,561.0
26,1813,5,6,9,9,11,112,10,11,12696,1.49,597.0
26,1814,4,6,11,10,14,145,10,4,11783,1.77,1348.0
26,1815,5,5,10,10,10,145,10,9,12599,1.57,754.0
26,1816,5,6,11,14,14,145,10,10,14669,1.86,1296.0
26,1817,4,6,9,10,11,145,10,9,19139,1.47,740.0
26,1818,4,8,10,14,10,145,11,7,12451,1.57,1609.0
26,1819,7,5,11,13,14,199,19,5,12850,2.02,2511.0
26,1820,4,6,11,13,10,145,10,5,12007,1.67,1336.0
26,1821,5,6,8,10,14,145,10,4,13179,1.43,569.0
26,1822,5,4,11,10,14,66,10,9,15243,1.67,661.0
26,1823,4,8,8,14,8,179,10,4,14253,1.41,895.0
26,1824,5,7,8,12,13,187,10,9,13245,1.45,693.0
26,1825,4,4,8,10,10,112,11,5,21321,1.31,466.0
26,1826,5,5,11,9,11,112,10,11,12761,1.73,760.0
26,1827,4,6,8,10,10,145,10,9,22181,1.34,623.0
26,1828,4,4,8,10,13,66,12,11,15005,1.32,507.0
26,1829,4,4,11,10,8,66,10,11,13442,1.57,703.0
26,1830,5,5,10,12,14,145,11,5,12337,1.61,839.0
26,1831,4,8,8,10,14,179,11,4,12818,1.48,1078.0
26,1832,5,4,8,9,14,175,10,5,14957,1.32,397.0
26,1833,5,6,11,10,14,145,16,5,14989,1.82,1589.0
26,1834,4,4,8,10,8,66,10,9,15629,1.26,402.0
27,1835,4,6,10,11,13,145,11,5,12027,1.55,1087.0
27,1836,4,6,10,12,13,187,10,11,12424,1.58,1208.0
27,1837,4,4,8,10,13,145,10,11,15576,1.33,499.0
27,1838,4,5,8,14,11,112,10,10,13709,1.38,702.0
27,1839,4,6,8,9,8,112,10,11,14167,1.35,531.0
27,1840,4,8,11,14,10,145,10,4,11992,1.83,1826.0
27,1841,4,5,11,10,14,179,10,4,12154,1.74,1115.0
27,1842,5,8,8,10,14,145,10,4,13015,1.49,748.0
27,1843,4,5,11,10,10,179,11,6,12000,1.65,975.0
27,1844,4,8,11,14,10,179,10,7,11904,1.84,1830.0
27,1845,5,5,8,10,14,145,10,11,13500,1.41,488.0
27,1846,4,4,10,10,13,145,11,5,14156,1.49,785.0
27,1847,5,6,8,13,8,145,10,4,29230,1.4,539.0
27,1848,4,6,8,9,10,179,11,7,22516,1.34,639.0
27,1849,4,4,10,10,12,77,10,11,16238,1.44,700.0
27,1850,4,6,11,10,14,112,10,11,12134,1.77,1347.0
27,1851,5,6,8,14,14,145,10,10,13002,1.43,656.0
27,1852,5,4,8,10,13,67,10,10,14740,1.32,385.0
27,1853,4,4,8,9,13,187,10,5,14546,1.3,460.0
27,1854,5,8,9,14,11,145,10,4,12683,1.56,895.0
27,1855,4,8,10,10,14,179,11,11,12300,1.68,1691.0
27,1856,4,4,8,8,8,63,11,10,15479,1.26,402.0
27,1857,5,6,8,10,10,101,10,9,13428,1.35,473.0
27,1858,5,4,8,10,8,66,10,4,29567,1.3,337.0
27,1859,4,7,11,8,8,179,12,11,12653,1.72,1300.0
27,1860,4,8,10,10,10,145,11,4,12387,1.6,1462.0
27,1861,4,6,9,13,11,112,10,4,17906,1.47,865.0
27,1862,5,6,8,11,10,145,10,11,13541,1.41,502.0
27,1863,5,4,8,9,8,125,11,11,30681,1.28,377.0
27,1864,5,4,8,10,8,112,11,4,29535,1.29,372.0
27,1865,4,6,9,10,10,145,11,4,12608,1.46,752.0
27,1866,4,5,10,8,13,145,15,4,12194,1.55,1321.0
27,1867,4,8,11,9,10,175,10,5,11845,1.81,1603.0
27,1868,5,6,10,10,14,112,19,11,12267,1.6,1535.0
27,1869,4,6,8,10,14,150,10,11,13259,1.41,777.0
27,1870,4,7,10,10,12,96,11,5,15897,1.63,1379.0
27,1871,4,6,9,13,11,145,10,4,19092,1.47,871.0
27,1872,8,6,11,11,13,134,10,5,12608,1.93,1667.0
27,1873,4,6,10,14,10,67,12,4,13088,1.53,1216.0
27,1874,4,4,8,10,13,145,11,11,15742,1.34,521.0
27,1875,5,6,9,14,8,145,10,10,29711,1.46,709.0
27,1876,4,6,8,11,10,112,10,4,20840,1.37,584.0
27,1877,4,8,8,10,13,145,11,5,12855,1.47,1044.0
27,1878,5,5,8,9,10,132,10,5,13915,1.37,408.0
27,1879,4,8,11,10,14,179,12,4,11705,1.84,1911.0
27,1880,5,5,9,10,14,87,18,5,13616,1.61,1355.0
27,1881,4,5,9,10,10,145,10,4,12652,1.44,666.0
27,1882,4,5,11,10,13,145,10,4,14936,1.74,1066.0
27,1883,4,5,10,10,10,145,11,6,12377,1.51,834.0
27,1884,5,6,8,10,10,179,10,8,14032,1.36,483.0
27,1885,4,6,8,10,14,63,10,10,14252,1.41,764.0
27,1886,4,4,11,8,8,145,10,5,14196,1.57,685.0
27,1887,4,6,10,10,10,178,15,4,12442,1.49,1414.0
27,1888,5,4,9,10,8,112,10,9,30315,1.37,458.0
27,1889,5,6,8,10,11,145,11,9,20513,1.38,563.0
27,1890,4,4,10,10,8,125,11,4,14972,1.44,651.0
27,1891,5,6,8,13,14,145,19,5,12993,1.45,1254.0
27,1892,5,6,11,14,14,145,11,5,14916,1.87,1329.0
27,1893,4,6,10,10,14,112,10,10,12354,1.55,1096.0
27,1894,5,6,8,10,14,145,10,5,13221,1.43,569.0
27,1895,4,4,11,10,12,187,10,12,12862,1.63,817.0
28,1896,4,6,11,10,14,179,10,5,12120,1.78,1352.0
28,1897,4,8,11,10,14,145,11,4,11859,1.85,1885.0
28,1898,4,6,11,14,14,179,10,4,11940,1.83,1708.0
28,1899,8,8,10,10,14,150,19,11,12861,1.9,4018.0
28,1900,5,6,8,10,8,145,10,6,29343,1.34,465.0
28,1901,4,4,8,13,11,112,11,4,15579,1.34,549.0
28,1902,5,6,10,10,14,145,10,4,12103,1.6,837.0
28,1903,4,7,10,10,10,51,12,5,13404,1.61,1314.0
28,1904,4,6,8,9,11,112,10,10,13125,1.38,582.0
28,1905,4,5,11,10,10,145,11,11,11962,1.65,972.0
28,1906,4,6,11,10,14,179,11,5,12043,1.78,1369.0
28,1907,4,8,10,13,14,145,19,4,12076,1.7,2318.0
28,1908,4,5,10,8,13,150,11,4,12245,1.51,879.0
28,1909,4,6,9,10,14,145,15,11,12559,1.48,1165.0
28,1910,4,6,10,9,8,63,10,7,13608,1.5,876.0
28,1911,4,4,8,8,14,145,10,11,16373,1.34,507.0
28,1912,5,6,8,9,8,145,11,11,30074,1.39,534.0
28,1913,5,4,8,10,10,112,10,4,15379,1.31,355.0
28,1914,4,5,11,13,14,145,10,4,11967,1.76,1291.0
28,1915,4,6,9,13,11,112,11,4,18094,1.44,820.0
28,1916,4,6,10,10,9,168,11,7,12707,1.48,964.0
28,1917,6,6,11,10,10,145,11,10,12528,1.75,845.0
28,1918,4,6,11,13,8,112,10,4,12624,1.63,1239.0
28,1919,4,4,11,14,10,145,10,11,14076,1.65,1050.0
28,1920,4,5,8,10,13,67,11,11,14127,1.38,630.0
28,1921,4,6,11,13,12,145,10,10,11952,1.83,1557.0
28,1922,5,5,8,12,14,145,10,5,13227,1.42,521.0
28,1923,4,5,8,10,13,145,12,5,13273,1.39,627.0
28,1924,5,5,8,12,14,145,11,4,13328,1.41,537.0
28,1925,4,5,8,10,11,145,11,5,13676,1.34,558.0
28,1926,4,6,8,9,13,145,10,5,12967,1.35,615.0
28,1927,4,8,8,10,13,145,10,4,12957,1.43,856.0
28,1928,4,8,11,14,14,179,12,4,11667,1.92,2335.0
28,1929,4,6,11,10,14,112,10,5,12222,1.77,1344.0
28,1930,4,6,8,14,8,145,10,10,14407,1.32,692.0
28,1931,5,5,8,10,11,112,10,11,19808,1.35,431.0
28,1932,4,6,11,9,10,145,10,9,11947,1.68,1120.0
28,1933,4,6,10,10,10,112,10,9,12478,1.52,960.0
28,1934,5,4,8,10,10,145,15,4,15806,1.3,587.0
28,1935,4,5,10,10,8,145,10,8,13065,1.49,767.0
28,1936,4,5,11,10,14,145,10,4,11879,1.74,1110.0
28,1937,4,4,8,10,8,145,11,11,17184,1.26,429.0
28,1938,5,6,10,9,8,112,17,4,29133,1.51,1205.0
28,1939,4,6,12,10,10,80,15,4,13146,2.01,2186.0
28,1940,4,8,11,14,10,154,11,12,11950,1.73,1828.0
28,1941,4,6,10,10,10,150,11,11,12278,1.49,1007.0
28,1942,4,6,11,10,14,145,19,10,11925,1.85,2171.0
28,1943,4,6,10,13,13,145,10,4,12002,1.58,1252.0
28,1944,4,8,11,14,11,145,10,5,11847,1.85,1881.0
28,1945,4,5,8,9,14,179,10,4,14003,1.38,590.0
28,1946,5,6,8,10,8,66,10,4,29529,1.34,456.0
28,1947,4,4,9,9,12,134,13,10,14929,1.39,609.0
28,1948,4,8,8,10,10,145,10,4,22624,1.41,748.0
28,1949,5,4,9,11,8,66,15,4,29709,1.42,876.0
28,1950,5,6,9,10,14,145,10,5,12468,1.55,762.0
28,1951,5,6,10,10,11,112,11,9,12606,1.57,794.0
28,1952,5,6,8,11,10,145,10,4,13450,1.41,500.0
28,1953,5,6,9,10,14,145,10,10,12454,1.55,762.0
28,1954,4,6,8,14,8,112,11,10,14258,1.35,709.0
29,1955,4,6,11,10,14,112,10,10,12154,1.77,1346.0
29,1956,7,8,11,14,11,179,10,4,12469,1.87,1541.0
29,1957,4,6,10,11,11,150,11,7,12132,1.54,1031.0
29,1958,6,5,9,8,13,134,10,4,18871,1.54,606.0
29,1959,4,5,10,10,10,145,10,4,12314,1.52,817.0
29,1960,4,6,11,14,11,112,10,11,12182,1.79,1555.0
29,1961,4,6,8,13,14,145,10,10,13358,1.35,734.0
29,1962,4,8,9,10,14,179,17,7,12303,1.6,1764.0
29,1963,4,6,11,9,10,150,11,11,11937,1.69,1151.0
29,1964,4,6,8,9,11,112,10,11,13180,1.38,583.0
29,1965,4,6,8,13,13,145,10,5,12745,1.35,715.0
29,1966,4,6,8,10,13,187,11,5,13682,1.41,770.0
29,1967,4,7,10,12,13,145,10,4,12169,1.6,1316.0
29,1968,4,5,10,11,10,145,11,6,12392,1.53,997.0
29,1969,5,4,10,9,14,145,19,11,14154,1.51,1255.0
29,1970,4,6,8,13,8,112,11,5,13993,1.38,673.0
29,1971,5,4,8,9,13,63,10,4,14564,1.33,385.0
29,1972,4,6,8,14,13,154,13,10,13130,1.44,1060.0
29,1973,5,8,8,14,8,66,10,4,27783,1.39,690.0
29,1974,4,4,8,10,13,145,10,4,15482,1.33,496.0
29,1975,5,4,8,10,12,66,10,9,14734,1.32,376.0
29,1976,5,4,8,10,8,112,10,4,29691,1.3,342.0
29,1977,4,4,10,8,14,86,10,4,13757,1.46,708.0
29,1978,4,8,11,13,14,145,11,4,11754,1.85,1956.0
29,1979,4,6,10,10,14,187,19,7,12357,1.57,1713.0
29,1980,4,6,11,14,10,145,11,5,11988,1.69,1409.0
29,1981,5,6,10,10,8,145,10,5,29299,1.53,712.0
29,1982,4,6,9,13,14,145,11,4,12442,1.51,1008.0
29,1983,4,5,10,8,13,145,19,5,12185,1.55,1464.0
29,1984,5,5,8,12,8,112,10,11,27919,1.4,524.0
29,1985,4,4,11,10,14,145,11,4,13654,1.65,884.0
29,1986,4,6,10,10,14,145,15,11,12040,1.58,1602.0
29,1987,4,8,11,13,13,145,11,7,14510,1.83,1879.0
29,1988,4,6,10,10,10,145,11,10,12288,1.49,1006.0
29,1989,4,5,8,8,10,150,10,4,21941,1.34,474.0
29,1990,5,4,10,10,13,112,11,4,17180,1.51,614.0
29,1991,4,6,8,10,13,145,11,11,12973,1.41,766.0
29,1992,4,6,9,14,10,145,10,11,12465,1.46,858.0
29,1993,5,4,8,11,13,67,11,4,14663,1.3,406.0
29,1994,5,6,10,10,8,150,11,11,29377,1.54,733.0
29,1995,4,4,8,10,14,112,19,4,15722,1.29,1039.0
29,1996,4,4,11,10,10,63,11,11,13243,1.6,773.0
29,1997,4,5,8,8,8,145,10,10,14815,1.32,449.0
29,1998,4,6,11,10,14,145,11,11,11753,1.77,1367.0
29,1999,4,8,10,10,14,179,10,4,12111,1.64,1515.0
29,2000,4,5,11,9,11,112,10,10,12382,1.72,998.0
29,2001,4,6,8,10,10,145,11,11,21875,1.34,632.0
29,2002,4,6,11,10,14,179,10,4,12175,1.78,1352.0
29,2003,5,8,10,10,14,145,12,4,12314,1.67,1174.0
29,2004,5,4,8,9,13,145,11,4,15654,1.36,436.0
29,2005,4,5,8,9,13,145,11,11,13136,1.39,638.0
29,2006,5,4,9,8,8,112,11,4,30763,1.37,451.0
29,2007,4,8,11,9,14,145,10,4,11801,1.83,1842.0
29,2008,4,5,8,10,11,179,11,5,13453,1.34,563.0
29,2009,4,6,10,10,13,179,10,7,12381,1.54,1067.0
29,2010,4,6,10,10,10,145,11,11,12169,1.49,1006.0
29,2011,5,5,10,8,14,145,10,7,12387,1.57,693.0
29,2012,4,5,10,12,10,145,11,4,12358,1.51,993.0
29,2013,4,6,11,12,14,145,10,6,11939,1.77,1385.0
29,2014,4,4,8,12,10,187,10,11,22000,1.34,536.0
29,2015,4,6,11,10,13,145,11,10,14907,1.77,1329.0
29,2016,4,5,11,14,14,141,10,4,12072,1.83,1469.0
29,2017,4,6,9,10,12,145,13,10,12584,1.45,867.0
29,2018,4,6,11,10,10,134,11,10,12105,1.69,1162.0
29,2019,4,6,8,14,14,67,10,10,14096,1.38,847.0
29,2020,4,4,11,14,13,145,11,11,16797,1.68,1103.0
30,2021,5,8,11,10,14,179,10,4,14879,1.88,1389.0
30,2022,4,6,9,10,11,145,11,9,19109,1.48,776.0
30,2023,4,5,9,10,14,179,10,4,12728,1.48,815.0
30,2024,4,8,11,10,13,145,12,4,14763,1.83,1853.0
30,2025,4,5,11,10,14,145,11,4,12017,1.73,1119.0
30,2026,4,8,10,10,10,179,10,4,12201,1.58,1308.0
30,2027,4,4,8,10,10,145,10,4,22118,1.29,438.0
30,2028,5,6,8,9,12,77,10,11,13804,1.41,530.0
30,2029,4,8,8,10,14,145,15,4,13101,1.44,1235.0
30,2030,4,8,11,10,12,179,13,4,11744,1.87,2027.0
30,2031,4,6,9,14,14,134,10,10,12452,1.51,1009.0
30,2032,4,6,8,12,11,112,10,11,12908,1.38,639.0
30,2033,5,5,8,13,14,145,10,5,13202,1.39,552.0
30,2034,4,5,10,10,14,150,19,4,12209,1.56,1533.0
30,2035,5,4,9,9,11,182,10,10,14258,1.38,406.0
30,2036,4,5,11,10,12,134,11,10,12379,1.72,1054.0
30,2037,4,6,9,10,10,145,13,11,12531,1.44,804.0
30,2038,4,5,10,10,14,167,10,4,12224,1.54,921.0
30,2039,4,5,10,13,14,145,10,11,12163,1.57,1103.0
30,2040,4,6,8,10,11,112,10,4,12987,1.34,633.0
30,2041,4,4,10,8,10,145,10,4,14615,1.45,666.0
30,2042,4,5,8,10,8,63,10,10,14766,1.34,499.0
30,2043,4,6,10,10,14,145,10,10,11934,1.56,1100.0
30,2044,4,6,11,14,10,145,15,4,11910,1.81,1809.0
30,2045,4,8,11,10,14,63,10,4,12766,1.84,1852.0
30,2046,4,4,9,8,8,179,11,10,16364,1.34,504.0
30,2047,4,4,11,10,13,145,11,5,16549,1.64,861.0
30,2048,4,6,8,14,14,67,10,11,14082,1.38,847.0
30,2049,4,8,8,10,10,122,10,4,22158,1.41,745.0
30,2050,5,4,11,10,14,179,12,4,16792,1.68,719.0
30,2051,4,4,8,14,8,145,10,4,16890,1.25,524.0
30,2052,5,6,9,10,12,66,10,11,16966,1.53,720.0
30,2053,4,4,8,14,10,145,15,11,22381,1.39,1026.0
30,2054,4,6,10,10,13,67,11,4,12993,1.57,1181.0
30,2055,4,6,10,10,13,145,11,5,11979,1.57,1192.0
30,2056,4,5,8,10,10,145,10,4,21544,1.33,524.0
30,2057,4,8,9,11,14,145,10,4,12323,1.53,1132.0
30,2058,5,6,11,14,14,179,10,10,15233,1.86,1302.0
30,2059,4,6,10,10,14,145,19,5,12145,1.57,1708.0
30,2060,4,6,8,8,8,145,10,10,14796,1.32,561.0
30,2061,4,4,8,9,13,63,10,5,14814,1.29,445.0
30,2062,4,6,11,14,10,145,11,4,11734,1.69,1408.0
30,2063,4,8,10,10,10,179,15,7,12259,1.64,1627.0
30,2064,4,4,9,9,13,77,10,11,14579,1.35,511.0
30,2065,4,5,8,10,12,145,10,4,13317,1.37,597.0
30,2066,5,5,12,10,10,145,10,6,12244,1.94,1016.0
30,2067,5,4,8,10,14,112,10,4,15127,1.33,397.0
30,2068,4,8,11,14,10,179,10,4,11864,1.84,1829.0
30,2069,5,4,8,10,8,66,11,10,30786,1.29,369.0
30,2070,4,5,10,13,10,145,11,11,12303,1.49,923.0
30,2071,4,6,11,10,14,145,19,5,11730,1.85,2171.0
30,2072,4,5,11,10,14,145,10,5,11902,1.74,1111.0
30,2073,5,6,8,10,10,145,10,6,13531,1.36,477.0
30,2074,4,4,8,8,14,145,11,11,16520,1.33,502.0
30,2075,4,5,10,14,13,67,11,4,13078,1.59,1153.0
30,2076,4,6,11,10,14,179,11,4,11966,1.78,1368.0
30,2077,4,8,10,12,14,145,10,11,12061,1.63,1545.0
30,2078,5,6,8,13,8,112,11,4,29660,1.44,649.0
30,2079,5,4,8,9,8,112,10,11,30480,1.33,354.0
30,2080,4,6,8,9,11,112,11,10,13199,1.34,646.0
30,2081,4,6,10,10,14,145,19,7,11904,1.57,1708.0
30,2082,4,6,10,13,10,179,11,5,12411,1.5,1073.0
30,2083,5,5,11,10,10,112,10,4,12792,1.69,730.0
30,2084,4,4,8,10,10,145,11,11,22415,1.32,473.0
30,2085,4,6,11,11,11,134,11,4,12050,1.75,1263.0
30,2086,6,6,9,10,10,145,10,10,14063,1.54,650.0
30,2087,5,6,8,13,10,145,10,5,13511,1.42,559.0
30,2088,4,6,11,8,13,145,10,4,14853,1.77,1292.0
31,2089,4,6,11,13,13,145,10,5,14630,1.83,1604.0
31,2090,4,6,11,13,14,179,19,5,12056,1.86,2223.0
31,2091,4,6,10,10,9,145,10,4,12374,1.51,925.0
31,2092,4,5,11,13,13,145,11,5,14917,1.79,1297.0
31,2093,5,4,10,9,13,145,10,4,18113,1.55,635.0
31,2094,5,6,8,10,14,63,10,4,14182,1.42,559.0
31,2095,4,8,10,10,14,145,10,4,12087,1.64,1511.0
31,2096,5,6,10,10,14,112,10,5,12278,1.59,834.0
31,2097,5,5,8,13,14,145,11,5,13470,1.41,581.0
31,2098,6,4,9,9,14,125,10,5,15045,1.48,497.0
31,2099,4,6,11,10,11,145,10,5,12015,1.75,1225.0
31,2100,5,7,9,10,8,187,10,5,29627,1.46,663.0
31,2101,4,4,10,9,10,179,11,7,14254,1.46,713.0
31,2102,4,4,10,10,13,63,10,10,13330,1.45,715.0
31,2103,4,6,8,8,8,145,10,4,14715,1.32,559.0
31,2104,4,5,8,9,10,187,11,11,22638,1.34,538.0
31,2105,4,4,11,10,13,145,10,11,16523,1.63,840.0
31,2106,4,6,10,12,10,145,15,11,12219,1.56,1272.0
31,2107,5,4,8,10,10,145,10,4,15683,1.32,359.0
31,2108,4,5,11,10,8,66,10,4,13219,1.63,870.0
31,2109,4,6,9,10,14,145,11,5,12593,1.47,827.0
31,2110,4,5,11,8,13,145,10,4,14884,1.76,1072.0
31,2111,4,8,8,8,14,179,10,4,13138,1.46,948.0
31,2112,4,4,11,14,8,63,10,10,13197,1.62,978.0
31,2113,4,4,8,10,14,63,10,10,14950,1.33,501.0
31,2114,4,5,10,8,8,145,10,4,13245,1.5,757.0
31,2115,4,4,9,10,9,130,11,11,15276,1.35,487.0
31,2116,4,6,10,14,13,145,10,11,11884,1.61,1348.0
31,2117,4,6,11,10,12,77,10,11,12836,1.75,1260.0
31,2118,4,4,8,9,14,145,10,5,16132,1.3,470.0
31,2119,4,5,8,12,13,145,10,11,13112,1.37,605.0
31,2120,5,4,8,10,10,187,10,6,14922,1.32,364.0
31,2121,4,5,10,14,10,145,11,11,12478,1.52,1037.0
31,2122,4,6,11,13,10,193,20,4,12183,1.69,2173.0
31,2123,4,7,8,10,14,179,11,4,13449,1.44,944.0
31,2124,5,4,8,9,8,112,16,11,30776,1.3,748.0
31,2125,5,5,10,12,10,145,10,4,12386,1.52,687.0
31,2126,5,6,9,11,10,145,10,6,12659,1.44,590.0
31,2127,4,4,8,14,8,112,10,11,16595,1.24,522.0
31,2128,5,5,11,9,14,145,11,10,15070,1.77,846.0
31,2129,4,5,10,10,10,153,11,11,12310,1.51,837.0
31,2130,4,5,11,8,9,145,11,4,12118,1.64,919.0
31,2131,4,4,8,9,10,112,13,11,21639,1.28,492.0
31,2132,5,6,9,10,10,145,10,4,12733,1.49,642.0
31,2133,4,6,11,14,8,145,10,12,12249,1.75,1432.0
31,2134,4,6,8,14,14,112,10,10,12951,1.38,853.0
31,2135,4,6,11,10,14,179,11,10,12056,1.78,1371.0
31,2136,4,5,10,8,14,150,11,4,12205,1.52,907.0
31,2137,4,8,11,10,13,179,11,4,15013,1.84,1811.0
31,2138,5,4,8,10,13,66,10,4,14836,1.32,383.0
31,2139,5,4,8,9,12,63,10,9,14764,1.33,378.0
31,2140,4,4,8,12,8,112,10,11,16729,1.32,495.0
31,2141,5,6,8,10,11,66,10,4,19320,1.36,484.0
31,2142,5,6,10,11,14,145,10,5,12269,1.64,959.0
31,2143,4,6,9,13,14,145,19,10,12374,1.49,1528.0
31,2144,4,5,8,10,11,145,10,4,13494,1.38,560.0
31,2145,4,5,11,9,14,145,10,5,12054,1.74,1085.0
